disease,text,risk_level
low_condition,I woke up with sneezing and stuffy nose for the past hour. Typical cold symptoms Should I be worried?,Low
emergency_condition,"Suddenly, i'm wheezing badly and my inhaler isn't helping. My lips look bluish I'm looking for guidance.",Emergency
low_condition,I can't shake hangnail that's slightly annoying I need advice.,Low
emergency_condition,I'm experiencing i'm experiencing crushing chest pain with numbness in my jaw and left arm since yesterday I hope it's nothing serious.,Emergency
emergency_condition,I was in an accident and I'm losing a lot of blood during activity I'm not sure what to do.,Emergency
medium_condition,"For a while now, low-grade fever that comes and goes gradually over time I'm not sure what to do.",Medium
high_condition,Pain in my chest when I take deep breaths for several hours Is this serious?,High
high_condition,Pain in my chest when I take deep breaths out of nowhere I'm not sure what to do.,High
medium_condition,"Suddenly, diarrhea especially at night but no fever or blood What should I do?",Medium
emergency_condition,I'm dealing with severe allergic reaction - face is swelling and I'm having trouble breathing What should I do?,Emergency
emergency_condition,"Last night, one side of my body went completely weak, I think I'm having a stroke.",Emergency
low_condition,"This morning, mild back stiffness in the morning, goes away after moving Any suggestions?",Low
medium_condition,"Recently, back pain from sitting at my desk, it's mildly to moderately uncomfortable I'm not sure what to do.",Medium
medium_condition,I woke up with feeling more tired than usual intermittently. Low energy throughout the day.,Medium
low_condition,"Gradually, wondering about vitamins and supplements This is concerning me.",Low
high_condition,"Ever since yesterday, feeling very depressed and hopeless, need to talk to someone urgently I'm looking for guidance.",High
medium_condition,Diarrhea intermittently but no fever or blood Is this serious?,Medium
emergency_condition,"I'm diabetic and my sugar is critically low, I'm shaking and confused Is this serious?",Emergency
emergency_condition,"Ever since yesterday, severe burns covering my arm, the pain is excruciatingly and skin is blistering badly.",Emergency
emergency_condition,"A few hours ago, pregnant with severe abdominal pain and heavy bleeding",Emergency
high_condition,"Last night, quite chest discomfort with irregular heartbeat for several hours.",High
low_condition,I've developed minor seasonal allergies acting up Please help.,Low
low_condition,I'm dealing with minor scrape on my knee from a fall. Already stopped bleeding What does this mean?,Low
emergency_condition,"This morning, i lost consciousness and woke up confused with no memory of what happened I hope it's nothing serious.",Emergency
low_condition,"Today, hangnail that's slightly annoying Please help.",Low
medium_condition,"For a while now, nasal congestion and headache that's been bothering me for two days.",Medium
high_condition,"I'm suffering from having thoughts of harming myself, I don't feel safe I need advice.",High
low_condition,Looking for advice on better sleep It's really bothering me.,Low
medium_condition,Nasal congestion and headache that's been bothering me since yesterday.,Medium
low_condition,"For a while now, following up on previous minor concern I need advice.",Low
low_condition,Eyes feel a bit dry and tired from reading Is this serious?,Low
medium_condition,"This morning, skin infection that's not spreading but isn't healing either Is this serious?",Medium
medium_condition,Constipation that's been uncomfortable constantly Can you help?,Medium
medium_condition,"This morning, feeling more tired than usual constantly. Low energy throughout the day Can you help?",Medium
medium_condition,Diarrhea especially at night but no fever or blood This is concerning me.,Medium
low_condition,"I've been having small tension headache, probably from staring at screens too long Any suggestions?",Low
low_condition,I noticed sneezing and stuffy nose all day. Typical cold symptoms What should I do?,Low
emergency_condition,extremely bleeding from my head after a fall. Feeling very weak,Emergency
medium_condition,"Back pain from sitting at my desk, it's mildly to moderately uncomfortable",Medium
emergency_condition,"Gradually, i woke up with extremely chest pressure and my arm is numb. I'm scared What should I do?",Emergency
medium_condition,"Last night, mild wheezing when I exercise, goes away after rest I'm not sure what to do.",Medium
high_condition,"I'm suffering from leg is swollen, warm, and painful - possible blood clot",High
low_condition,"For a while now, minor scrape on my knee from a fall. Already stopped bleeding What should I do?",Low
medium_condition,Loss of appetite out of nowhere but no other symptoms It's really bothering me.,Medium
medium_condition,I've developed constipation that's been uncomfortable after eating.,Medium
emergency_condition,I can't shake pregnant with severe abdominal pain and heavy bleeding I hope it's nothing serious.,Emergency
medium_condition,"This morning, feeling more tired than usual constantly. Low energy throughout the day.",Medium
medium_condition,"Last night, nasal congestion and headache that's been bothering me especially at night Can you help?",Medium
high_condition,"I'm suffering from severe dehydration - very dizzy, haven't urinated in hours Can you help?",High
high_condition,"It started when severe anxiety attack that won't stop, heart racing for hours Please help.",High
emergency_condition,"Severe burns covering my arm, the pain is extremely and skin is blistering badly Can you help?",Emergency
high_condition,"Gradually, coughing up blood during activity, very worried about what this means.",High
medium_condition,"Recently, chest feels a bit tight in the mornings for two days.",Medium
low_condition,"Today, hangnail that's slightly annoying Should I be worried?",Low
medium_condition,Hoarse voice that's been going on for two days I need advice.,Medium
emergency_condition,"For a while now, i lost consciousness and woke up confused with no memory of what happened Can you help?",Emergency
