disease,text,risk_level
mastoiditis,It’s hard to ignore how congested my sinuses feel alongside this ear pain.,Low
presbyacusis,I wish I could enjoy music again without feeling dizzy.,Low
open wound of the shoulder,I just want my shoulder wound to heal; the arm pain is really wearing me down.,Low
irritable bowel syndrome,"Lower abdominal pain has become my new normal, and it’s frustrating.",Medium
dysthymic disorder,Every day feels like a struggle against my own thoughts and emotions.,Medium
foreign body in the vagina,It’s hard to concentrate when I have this foreign body causing pain.,Low
depression,"I'm struggling with overwhelming anxiety and still feel empty, despite trying to be social.",Medium
frostbite,I can't believe how much pain I'm feeling in my toes from this frostbite.,High
fungal infection of the skin,"I've developed a rash on my belly, and I’m not sure what caused it.",Medium
cystic fibrosis,I can’t shake this constant cough; it’s really wearing me down.,Low
floaters,These spots floating around are so distracting during the day.,Low
irritable bowel syndrome,Anxiety about potential IBS attacks keeps me from enjoying outings.,Medium
open wound of the ear,The fluid buildup in my ear is driving me crazy with irritation.,Low
oral thrush (yeast infection),"This constant fever is exhausting and linked to my oral thrush, I think.",Medium
meniere disease,There are days when I worry I can’t trust my own balance anymore.,Medium
obsessive compulsive disorder (ocd),It’s frustrating when my compulsions interfere with my ability to enjoy time with friends.,Medium
headache after lumbar puncture,I'm feeling nauseous and have a dull headache since the lumbar puncture.,Low
hematoma,I feel like I have an ache all over; is that normal?,Low
asperger syndrome,Each day feels heavier with the weight of my depressive symptoms.,Emergency
adrenal adenoma,"I wake up every day feeling overwhelmed with anxiety, and it’s exhausting.",High
lipoma,"I've found a bizarre lump in my neck, and it's making me second-guess everything.",Medium
seborrheic dermatitis,The irritation from my seborrheic dermatitis is affecting my self-esteem.,Medium
cystic fibrosis,Why does intermenstrual bleeding sneak up on me unexpectedly?,Low
fetal alcohol syndrome,I wish I could manage my feelings better without getting angry.,Low
deep vein thrombosis (dvt),There’s some swelling in my toes that I’m trying to understand.,Low
hypocalcemia,This constant shortness of breath is making me panic and feel helpless.,Emergency
optic neuritis,"Sometimes, I wake up to find my vision so blurred that I can’t recognize faces.",Low
genital herpes,"Every time I try to urinate, it’s painful, and I’m really worried.",Low
contact dermatitis,The discomfort from the swelling around my eyes makes it hard to focus.,Medium
anemia due to malignancy,I feel like I’m always fighting to catch my breath after the smallest effort.,High
melanoma,I’m troubled by this new itchy mole that appeared out of nowhere.,Medium
deviated nasal septum,I'm afraid my difficulty breathing will lead to a serious health issue soon.,Emergency
orthostatic hypotension,I was hit with a headache immediately followed by extreme dizziness.,Emergency
skin pigmentation disorder,The peeling and scaliness on my hands are so bad that it's hard to do everyday tasks.,Medium
subdural hemorrhage,I worry a lot about my headaches; they leave me feeling helpless.,Low
osteomyelitis,I'm worried these symptoms are connected and getting worse.,Low
myelodysplastic syndrome,I find it so frustrating when I can’t express myself clearly.,Low
injury to the shoulder,I wake up with shoulder pain that makes it hard to get out of bed.,Medium
otitis media,"My throat feels sore, but I can’t tell if it’s related to this earache.",Medium
anemia,Why am I so breathless just sitting down? This isn't normal!,Emergency
sialoadenitis,"I’ve been dealing with severe nasal congestion, and it's affecting my sleep quality.",Medium
cysticercosis,I can barely lift my arms due to elbow weakness; this cysticercosis is debilitating.,Emergency
abscess of the lung,"It feels like I'm suffocating at times, and the cough only makes it worse.",High
prostate cancer,Urine retention makes everyday activities a real challenge for me now.,Medium
eating disorder,"My friends have noticed my weight gain, and it makes me feel worse.",Medium
postoperative infection,Why is there so much swelling at the site of my incision?,Low
cervical cancer,The heavy menstrual flow I’ve had this month is really unusual for me.,Low
thalassemia,The weakness in my elbows makes it difficult to lift things.,Low
open wound of the knee,Why does my knee wound still hurt after a week of care?,Low
open wound of the finger,There’s a constant tightness in my finger since the wound happened; it’s quite frustrating.,Low
callus,The skin swelling around my callus is making it difficult to walk.,Medium
injury to the hand,"Sometimes, I notice swelling in my fingers after using my phone too much.",Low
wilson disease,I can't seem to shake this constant cough; it’s really getting on my nerves.,Low
oral thrush (yeast infection),Is there any relief for the cough that’s been bothering me with this?,Medium
arrhythmia,Just walking to the kitchen left me breathless and shaky with anxiety.,Emergency
hemorrhoids,The itching around my anus is driving me crazy; I can’t focus on anything!,Medium
choledocholithiasis,I’ve lost my appetite completely; I can hardly eat anything.,Emergency
prostate cancer,The pressure and discomfort from urine retention are becoming unbearable.,Medium
atrophic skin condition,The lip swelling makes it difficult to eat without discomfort; it’s so annoying!,Medium
deviated nasal septum,"The pressure in my sinuses is intense, and it's making my head throb.",Emergency
pseudotumor cerebri,"The constant headache never seems to go away, and it's exhausting.",Low
crohn disease,Regurgitation after meals is becoming an almost daily occurrence for me.,Medium
endometriosis,It’s not just the infertility; it’s the constant discomfort that makes everything harder.,Medium
open wound of the foot,My toe pain is really affecting how I walk these days.,Low
sensorineural hearing loss,"My ears feel so full, and it makes it hard to enjoy music anymore.",Medium
acute fatty liver of pregnancy (aflp),"The sharp abdominal pain feels unbearable, and I just want relief.",Low
viral warts,"The bumps keep spreading, and it's really affecting my confidence.",Medium
blepharospasm,"I've tried everything, but the abnormal movement of my eyelids just won't go away.",Low
drug abuse (methamphetamine),"I'm constantly on edge, and the meth abuse has ruined my relationships.",Emergency
hammer toe,It’s annoying to deal with the loss of sensation in my hammer toe.,Low
decubitus ulcer,"The skin on my foot looks red and swollen, making it hard to walk.",Low
erectile dysfunction,The constant worry about my erectile dysfunction is ruining my mental health.,Medium
abscess of nose,It's frustrating that my nose abscess is making my congestion and cough so much worse.,Medium
septic arthritis,I woke up with a fever and sharp pain in my hip.,Low
poisoning due to antihypertensives,I’ve been feeling really weak since starting my blood pressure medication.,Low
placenta previa,"Every time I feel a twinge, I panic about the bleeding.",Low
female infertility of unknown cause,"Despite so many tests, no one can explain my infertility or symptoms.",Low
epididymitis,Painful urination has made basic tasks feel like a challenge lately.,Medium
yeast infection,I’m so tired of the skin rash that keeps flaring up during my infection.,Medium
carbon monoxide poisoning,Is it normal to feel so dizzy without any other reason?,Low
poisoning due to antipsychotics,I never had anxiety like this before starting the antipsychotics.,High
vitreous degeneration,"My eye feels painful, and it’s affecting my daily activities.",Medium
encephalitis,My memory is so disturbed lately; I can’t recall even simple things.,Low
chronic constipation,"The retention of urine is so uncomfortable, especially when my constipation flares up.",Medium
vaginal yeast infection,I feel like I can’t get through a day without thinking about the itching.,Medium
transient ischemic attack,"I feel like my emotions fluctuate wildly, which I've never dealt with before.",Medium
postoperative infection,"I developed a fever after my surgery, and I’m not sure why.",Low
